,fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,crs_arr_time,dup,crs_elapsed_time,flights,distance
1139,2020-01-05,AA,AA_CODESHARE,AA,4200,MQ,N674RJ,4200,13930,ORD,"Chicago, IL",13485,MSN,"Madison, WI",950,1050,N,60,1,109
1140,2020-01-01,DL,DL,DL,1739,DL,N357DN,1739,10397,ATL,"Atlanta, GA",15376,TUS,"Tucson, AZ",2004,2209,N,245,1,1541
1141,2020-01-17,AA,AA_CODESHARE,AA,4206,MQ,N824AE,4206,13061,LRD,"Laredo, TX",11298,DFW,"Dallas/Fort Worth, TX",1432,1603,N,91,1,396
1142,2020-01-06,WN,WN,WN,932,WN,N8674B,932,14747,SEA,"Seattle, WA",14107,PHX,"Phoenix, AZ",1400,1755,N,175,1,1107
1143,2020-01-07,DL,DL_CODESHARE,DL,5236,9E,N138EV,5236,10397,ATL,"Atlanta, GA",11973,GPT,"Gulfport/Biloxi, MS",1340,1408,N,88,1,352
1144,2020-01-04,AA,AA_CODESHARE,AA,3799,MQ,N846AE,3799,11057,CLT,"Charlotte, NC",10990,CHO,"Charlottesville, VA",1119,1232,N,73,1,245
1145,2020-01-30,WN,WN,WN,522,WN,N901WN,522,10693,BNA,"Nashville, TN",15016,STL,"St. Louis, MO",1905,2020,N,75,1,272
1146,2020-01-19,UA,UA,UA,2145,UA,N38443,2145,13303,MIA,"Miami, FL",13930,ORD,"Chicago, IL",925,1146,N,201,1,1197
1147,2020-01-14,UA,UA_CODESHARE,UA,6361,YV,N88327,6361,12266,IAH,"Houston, TX",13256,MFE,"Mission/McAllen/Edinburg, TX",730,854,N,84,1,316
1148,2020-01-09,DL,DL,DL,2454,DL,N550NW,2454,14908,SNA,"Santa Ana, CA",10397,ATL,"Atlanta, GA",645,1403,N,258,1,1919
1149,2020-01-17,UA,UA,UA,1782,UA,N26208,1782,10713,BOI,"Boise, ID",11292,DEN,"Denver, CO",750,951,N,121,1,649
1150,2020-01-20,UA,UA,UA,347,UA,N877UA,347,11292,DEN,"Denver, CO",12953,LGA,"New York, NY",750,1328,N,218,1,1620
1151,2020-01-13,AA,AA,AA,2622,AA,N810AW,2622,12892,LAX,"Los Angeles, CA",14730,SDF,"Louisville, KY",1030,1728,N,238,1,1843
1152,2020-01-22,UA,UA_CODESHARE,UA,4512,G7,N506GJ,4512,11996,GSP,"Greer, SC",13930,ORD,"Chicago, IL",1730,1850,N,140,1,577
1153,2020-01-07,HA,HA,HA,25,HA,N213HA,25,14057,PDX,"Portland, OR",12173,HNL,"Honolulu, HI",945,1400,N,375,1,2603
1154,2020-01-20,DL,DL_CODESHARE,DL,5116,9E,N834AY,5116,11193,CVG,"Cincinnati, OH",13198,MCI,"Kansas City, MO",1659,1755,N,116,1,539
1155,2020-01-18,UA,UA,UA,980,UA,N68802,980,12264,IAD,"Washington, DC",11292,DEN,"Denver, CO",1800,2010,N,250,1,1452
1156,2020-01-16,AA,AA_CODESHARE,AA,5233,OH,N712PS,5233,14100,PHL,"Philadelphia, PA",12339,IND,"Indianapolis, IN",1235,1440,N,125,1,588
1157,2020-01-24,AA,AA_CODESHARE,AA,3584,MQ,N908AE,3584,11003,CID,"Cedar Rapids/Iowa City, IA",13930,ORD,"Chicago, IL",1450,1610,N,80,1,196
1158,2020-01-05,DL,DL,DL,2269,DL,N354NW,2269,11298,DFW,"Dallas/Fort Worth, TX",10397,ATL,"Atlanta, GA",1308,1604,N,116,1,731
1159,2020-01-19,AA,AA_CODESHARE,AA,4377,YX,N124HQ,4377,10785,BTV,"Burlington, VT",14100,PHL,"Philadelphia, PA",740,928,N,108,1,335
1160,2020-01-10,UA,UA_CODESHARE,UA,3573,YX,N634RW,3573,14524,RIC,"Richmond, VA",11618,EWR,"Newark, NJ",1830,1958,N,88,1,277
1161,2020-01-06,AA,AA_CODESHARE,AA,4530,YX,N132HQ,4530,14100,PHL,"Philadelphia, PA",13198,MCI,"Kansas City, MO",1305,1512,N,187,1,1038
1162,2020-01-08,UA,UA_CODESHARE,UA,4461,EV,N608UX,4461,11278,DCA,"Washington, DC",13930,ORD,"Chicago, IL",1445,1610,N,145,1,612
1163,2020-01-16,AA,AA,AA,1065,AA,N757UW,1065,14869,SLC,"Salt Lake City, UT",14107,PHX,"Phoenix, AZ",645,843,N,118,1,507
1164,2020-01-10,AA,AA_CODESHARE,AA,5304,OH,N209PS,5304,11278,DCA,"Washington, DC",14307,PVD,"Providence, RI",1828,1953,N,85,1,356
1165,2020-01-08,DL,DL_CODESHARE,DL,4861,9E,N903XJ,4861,12339,IND,"Indianapolis, IN",13487,MSP,"Minneapolis, MN",1600,1655,N,115,1,503
1166,2020-01-02,UA,UA,UA,1509,UA,N774UA,1509,14771,SFO,"San Francisco, CA",12173,HNL,"Honolulu, HI",1635,2012,N,337,1,2398
1167,2020-01-29,AA,AA_CODESHARE,AA,5236,OH,N523AE,5236,12197,HPN,"White Plains, NY",11278,DCA,"Washington, DC",2059,2215,N,76,1,234
1168,2020-01-07,DL,DL,DL,2745,DL,N915DE,2745,10397,ATL,"Atlanta, GA",11042,CLE,"Cleveland, OH",1626,1811,N,105,1,554
1169,2020-01-31,DL,DL,DL,1147,DL,N950AT,1147,13851,OKC,"Oklahoma City, OK",10397,ATL,"Atlanta, GA",1057,1401,N,124,1,761
1170,2020-01-03,WN,WN,WN,489,WN,N783SW,489,11066,CMH,"Columbus, OH",13204,MCO,"Orlando, FL",2200,10,N,130,1,802
1171,2020-01-25,WN,WN,WN,4270,WN,N8540V,4270,14893,SMF,"Sacramento, CA",14107,PHX,"Phoenix, AZ",1100,1350,N,110,1,647
1172,2020-01-15,WN,WN,WN,1853,WN,N291WN,1853,10423,AUS,"Austin, TX",11292,DEN,"Denver, CO",550,705,N,135,1,775
1173,2020-01-05,WN,WN,WN,3009,WN,N936WN,3009,13204,MCO,"Orlando, FL",11259,DAL,"Dallas, TX",2110,2255,N,165,1,973
1174,2020-01-18,AS,AS,AS,537,AS,N215AK,537,13891,ONT,"Ontario, CA",14747,SEA,"Seattle, WA",1010,1255,N,165,1,956
1175,2020-01-03,AA,AA_CODESHARE,AA,4186,MQ,N808AE,4186,11298,DFW,"Dallas/Fort Worth, TX",11778,FSM,"Fort Smith, AR",1249,1400,N,71,1,227
1176,2020-01-11,B6,B6,B6,326,B6,N994JL,326,15304,TPA,"Tampa, FL",12478,JFK,"New York, NY",559,830,N,151,1,1005
1177,2020-01-13,UA,UA_CODESHARE,UA,5171,OO,N927SW,5171,12899,LBF,"North Platte, NE",11292,DEN,"Denver, CO",1750,1806,N,76,1,228
1178,2020-01-02,AA,AA,AA,1195,AA,N692AA,1195,15024,STT,"Charlotte Amalie, VI",11057,CLT,"Charlotte, NC",1749,2052,N,243,1,1520
1179,2020-01-15,WN,WN,WN,1927,WN,N8634A,1927,14107,PHX,"Phoenix, AZ",14679,SAN,"San Diego, CA",700,715,N,75,1,304
1180,2020-01-22,WN,WN,WN,196,WN,N942WN,196,15376,TUS,"Tucson, AZ",12892,LAX,"Los Angeles, CA",1835,1920,N,105,1,451
1181,2020-01-20,F9,F9,F9,1011,F9,N347FR,1011,13204,MCO,"Orlando, FL",10397,ATL,"Atlanta, GA",2248,33,N,105,1,404
1182,2020-01-22,DL,DL,DL,1326,DL,N365NB,1326,14869,SLC,"Salt Lake City, UT",14122,PIT,"Pittsburgh, PA",1715,2253,N,218,1,1660
1183,2020-01-20,DL,DL_CODESHARE,DL,6086,YX,N205JQ,6086,10721,BOS,"Boston, MA",12953,LGA,"New York, NY",600,724,N,84,1,184
1184,2020-01-06,DL,DL,DL,2394,DL,N971AT,2394,13485,MSN,"Madison, WI",10397,ATL,"Atlanta, GA",1110,1420,N,130,1,707
1185,2020-01-21,WN,WN,WN,1600,WN,N7709A,1600,15304,TPA,"Tampa, FL",13342,MKE,"Milwaukee, WI",1600,1755,N,175,1,1075
1186,2020-01-16,UA,UA_CODESHARE,UA,5132,OO,N963SW,5132,14877,SLN,"Salina, KS",12255,HYS,"Hays, KS",630,730,N,60,1,88
1187,2020-01-19,AA,AA_CODESHARE,AA,5657,OH,N505AE,5657,11057,CLT,"Charlotte, NC",10599,BHM,"Birmingham, AL",1509,1543,N,94,1,350
1188,2020-01-10,DL,DL_CODESHARE,DL,4834,9E,N272PQ,4834,14783,SGF,"Springfield, MO",10397,ATL,"Atlanta, GA",550,903,N,133,1,563
1189,2020-01-03,AA,AA,AA,254,AA,N134AN,254,13830,OGG,"Kahului, HI",12892,LAX,"Los Angeles, CA",1345,2103,N,318,1,2486
1190,2020-01-17,AA,AA_CODESHARE,AA,5138,OH,N259PS,5138,11995,GSO,"Greensboro/High Point, NC",11278,DCA,"Washington, DC",1855,2010,N,75,1,248
1191,2020-01-27,AA,AA,AA,2624,AA,N9008U,2624,15304,TPA,"Tampa, FL",13303,MIA,"Miami, FL",1921,2033,N,72,1,204
1192,2020-01-11,DL,DL,DL,2225,DL,N914DN,2225,10397,ATL,"Atlanta, GA",15096,SYR,"Syracuse, NY",1020,1230,N,130,1,794
1193,2020-01-14,AA,AA,AA,381,AA,N895NN,381,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1230,1540,N,130,1,733
1194,2020-01-14,UA,UA_CODESHARE,UA,5660,OO,N986SW,5660,14698,SBP,"San Luis Obispo, CA",12892,LAX,"Los Angeles, CA",601,720,N,79,1,156
1195,2020-01-27,WN,WN,WN,1586,WN,N8606C,1586,11697,FLL,"Fort Lauderdale, FL",11259,DAL,"Dallas, TX",1005,1215,N,190,1,1108
1196,2020-01-14,UA,UA_CODESHARE,UA,5736,OO,N103SY,5736,11603,EUG,"Eugene, OR",12892,LAX,"Los Angeles, CA",607,818,N,131,1,748
1197,2020-01-08,AA,AA_CODESHARE,AA,4846,PT,N629AE,4846,14574,ROA,"Roanoke, VA",14100,PHL,"Philadelphia, PA",1451,1620,N,89,1,311
1198,2020-01-15,B6,B6,B6,186,B6,N178JB,186,14122,PIT,"Pittsburgh, PA",10721,BOS,"Boston, MA",1955,2127,N,92,1,496
1199,2020-01-07,DL,DL_CODESHARE,DL,3558,OO,N820SK,3558,11433,DTW,"Detroit, MI",10257,ALB,"Albany, NY",700,852,N,112,1,489
1200,2020-01-04,F9,F9,F9,1194,F9,N310FR,1194,14679,SAN,"San Diego, CA",13204,MCO,"Orlando, FL",2150,530,N,280,1,2149
1201,2020-01-27,UA,UA,UA,526,UA,N818UA,526,11298,DFW,"Dallas/Fort Worth, TX",12266,IAH,"Houston, TX",1218,1335,N,77,1,224
1202,2020-01-15,AA,AA_CODESHARE,AA,5321,OH,N253PS,5321,11057,CLT,"Charlotte, NC",11267,DAY,"Dayton, OH",1652,1831,N,99,1,370
1203,2020-01-09,HA,HA,HA,541,HA,N494HA,541,12402,ITO,"Hilo, HI",12173,HNL,"Honolulu, HI",2020,2115,N,55,1,216
1204,2020-01-24,AS,AS,AS,595,AS,N409AS,595,14747,SEA,"Seattle, WA",10713,BOI,"Boise, ID",2135,2356,N,81,1,399
1205,2020-01-15,AA,AA_CODESHARE,AA,5893,YV,N930LR,5893,10279,AMA,"Amarillo, TX",11298,DFW,"Dallas/Fort Worth, TX",1027,1140,N,73,1,312
1206,2020-01-03,HA,HA,HA,353,HA,N477HA,353,12173,HNL,"Honolulu, HI",12982,LIH,"Lihue, HI",1505,1547,N,42,1,102
1207,2020-01-24,WN,WN,WN,1615,WN,N917WN,1615,11292,DEN,"Denver, CO",14107,PHX,"Phoenix, AZ",1555,1750,N,115,1,602
1208,2020-01-01,AA,AA_CODESHARE,AA,4207,MQ,N826AE,4207,11995,GSO,"Greensboro/High Point, NC",11057,CLT,"Charlotte, NC",915,1038,N,83,1,83
1209,2020-01-26,AA,AA,AA,580,AA,N930AU,580,10693,BNA,"Nashville, TN",11298,DFW,"Dallas/Fort Worth, TX",930,1145,N,135,1,631
1210,2020-01-27,DL,DL,DL,1516,DL,N6710E,1516,13204,MCO,"Orlando, FL",10397,ATL,"Atlanta, GA",1020,1153,N,93,1,404
1211,2020-01-14,DL,DL,DL,1591,DL,N899AT,1591,10397,ATL,"Atlanta, GA",10599,BHM,"Birmingham, AL",1025,1021,N,56,1,134
1212,2020-01-20,UA,UA,UA,220,UA,N67815,220,13930,ORD,"Chicago, IL",13487,MSP,"Minneapolis, MN",1955,2136,N,101,1,334
1213,2020-01-15,AA,AA_CODESHARE,AA,5348,OH,N551NN,5348,10431,AVL,"Asheville, NC",11057,CLT,"Charlotte, NC",530,634,N,64,1,91
1214,2020-01-12,DL,DL_CODESHARE,DL,3900,OO,N607SK,3900,13487,MSP,"Minneapolis, MN",11977,GRB,"Green Bay, WI",2048,2205,N,77,1,252
1215,2020-01-06,WN,WN,WN,1366,WN,N7731A,1366,10821,BWI,"Baltimore, MD",13232,MDW,"Chicago, IL",1335,1440,N,125,1,611
1216,2020-01-27,UA,UA_CODESHARE,UA,6180,YV,N87345,6180,12266,IAH,"Houston, TX",11140,CRP,"Corpus Christi, TX",2145,2253,N,68,1,201
1217,2020-01-17,DL,DL,DL,1298,DL,N542US,1298,12892,LAX,"Los Angeles, CA",12758,KOA,"Kona, HI",1645,2041,N,356,1,2504
1218,2020-01-14,DL,DL,DL,1528,DL,N583NW,1528,12889,LAS,"Las Vegas, NV",13487,MSP,"Minneapolis, MN",700,1206,N,186,1,1299
1219,2020-01-26,WN,WN,WN,4279,WN,N8601C,4279,11697,FLL,"Fort Lauderdale, FL",10821,BWI,"Baltimore, MD",1555,1830,N,155,1,925
1220,2020-01-23,WN,WN,WN,2097,WN,N7861J,2097,15016,STL,"St. Louis, MO",14122,PIT,"Pittsburgh, PA",1635,1910,N,95,1,554
1221,2020-01-12,UA,UA_CODESHARE,UA,6189,YV,N85340,6189,12266,IAH,"Houston, TX",12217,HSV,"Huntsville, AL",2015,2204,N,109,1,595
1222,2020-01-25,DL,DL,DL,1994,DL,N375DN,1994,12953,LGA,"New York, NY",13204,MCO,"Orlando, FL",1600,1902,N,182,1,950
1223,2020-01-09,UA,UA_CODESHARE,UA,5509,OO,N795SK,5509,12892,LAX,"Los Angeles, CA",14698,SBP,"San Luis Obispo, CA",1019,1128,N,69,1,156
1224,2020-01-29,AS,AS_CODESHARE,AS,2632,QX,N626QX,2632,14893,SMF,"Sacramento, CA",14057,PDX,"Portland, OR",2000,2138,N,98,1,479
1225,2020-01-22,UA,UA_CODESHARE,UA,4966,C5,N14179,4966,13485,MSN,"Madison, WI",11618,EWR,"Newark, NJ",1300,1626,N,146,1,799
1226,2020-01-26,WN,WN,WN,4371,WN,N553WN,4371,13232,MDW,"Chicago, IL",11278,DCA,"Washington, DC",840,1130,N,110,1,601
1227,2020-01-07,B6,B6,B6,883,B6,N599JB,883,12478,JFK,"New York, NY",13204,MCO,"Orlando, FL",1600,1908,N,188,1,944
1228,2020-01-30,UA,UA,UA,351,UA,N17126,351,10721,BOS,"Boston, MA",14771,SFO,"San Francisco, CA",1520,1917,N,417,1,2704
1229,2020-01-26,UA,UA,UA,2066,UA,N14120,2066,11697,FLL,"Fort Lauderdale, FL",11618,EWR,"Newark, NJ",1936,2240,N,184,1,1065
1230,2020-01-01,G4,G4,G4,1209,G4,231NV,1209,11697,FLL,"Fort Lauderdale, FL",10431,AVL,"Asheville, NC",1213,1408,N,115,1,660
1231,2020-01-10,DL,DL_CODESHARE,DL,5660,YX,N209JQ,5660,11986,GRR,"Grand Rapids, MI",12953,LGA,"New York, NY",1227,1430,N,123,1,618
1232,2020-01-31,AA,AA,AA,694,AA,N936NN,694,11298,DFW,"Dallas/Fort Worth, TX",14100,PHL,"Philadelphia, PA",1557,2000,N,183,1,1303
1233,2020-01-09,DL,DL_CODESHARE,DL,4490,OO,N253SY,4490,14747,SEA,"Seattle, WA",10713,BOI,"Boise, ID",1850,2117,N,87,1,399
1234,2020-01-07,AA,AA,AA,596,AA,N540UW,596,11057,CLT,"Charlotte, NC",14679,SAN,"San Diego, CA",2030,2257,N,327,1,2077
1235,2020-01-31,AA,AA_CODESHARE,AA,3168,OO,N755EV,3168,11298,DFW,"Dallas/Fort Worth, TX",13377,MLU,"Monroe, LA",2047,2203,N,76,1,293
1236,2020-01-02,UA,UA_CODESHARE,UA,4529,G7,N538GJ,4529,12278,ICT,"Wichita, KS",13930,ORD,"Chicago, IL",1243,1440,N,117,1,588
1237,2020-01-16,AA,AA,AA,2930,AA,N9019F,2930,11995,GSO,"Greensboro/High Point, NC",11298,DFW,"Dallas/Fort Worth, TX",700,926,N,206,1,999
1238,2020-01-23,UA,UA,UA,1698,UA,N434UA,1698,14492,RDU,"Raleigh/Durham, NC",14771,SFO,"San Francisco, CA",630,945,N,375,1,2400
1239,2020-01-02,WN,WN,WN,888,WN,N8656B,888,14107,PHX,"Phoenix, AZ",14492,RDU,"Raleigh/Durham, NC",1020,1620,N,240,1,1891
1240,2020-01-07,AA,AA,AA,1318,AA,N837AW,1318,13930,ORD,"Chicago, IL",12266,IAH,"Houston, TX",2039,2330,N,171,1,925
1241,2020-01-31,F9,F9,F9,615,F9,N301FR,615,13303,MIA,"Miami, FL",11292,DEN,"Denver, CO",806,1040,N,274,1,1709
1242,2020-01-12,AS,AS_CODESHARE,AS,2766,QX,N626QX,2766,14004,PAE,"Everett, WA",14262,PSP,"Palm Springs, CA",1240,1521,N,161,1,1017
1243,2020-01-11,WN,WN,WN,2284,WN,N261WN,2284,11259,DAL,"Dallas, TX",12191,HOU,"Houston, TX",1955,2100,N,65,1,239
1244,2020-01-09,UA,UA_CODESHARE,UA,5934,OO,N471CA,5934,14771,SFO,"San Francisco, CA",14570,RNO,"Reno, NV",1306,1416,N,70,1,192
1245,2020-01-14,WN,WN,WN,4086,WN,N298WN,4086,11884,GEG,"Spokane, WA",12889,LAS,"Las Vegas, NV",710,925,N,135,1,806
1246,2020-01-19,G4,G4,G4,40,G4,325NV,40,11898,GFK,"Grand Forks, ND",12889,LAS,"Las Vegas, NV",1318,1431,N,193,1,1230
1247,2020-01-23,B6,B6,B6,117,B6,N203JB,117,12451,JAX,"Jacksonville, FL",11697,FLL,"Fort Lauderdale, FL",1200,1318,N,78,1,319
1248,2020-01-13,AA,AA_CODESHARE,AA,4506,YX,N123HQ,4506,15919,XNA,"Fayetteville, AR",12953,LGA,"New York, NY",704,1109,N,185,1,1147
1249,2020-01-31,WN,WN,WN,1228,WN,N275WN,1228,11278,DCA,"Washington, DC",12191,HOU,"Houston, TX",1815,2100,N,225,1,1218
1250,2020-01-08,DL,DL,DL,2608,DL,N894DN,2608,11292,DEN,"Denver, CO",10397,ATL,"Atlanta, GA",600,1058,N,178,1,1199
1251,2020-01-05,WN,WN,WN,1077,WN,N7723E,1077,10821,BWI,"Baltimore, MD",15304,TPA,"Tampa, FL",1550,1825,N,155,1,842
1252,2020-01-02,DL,DL,DL,1874,DL,N337DN,1874,13487,MSP,"Minneapolis, MN",14107,PHX,"Phoenix, AZ",914,1145,N,211,1,1276
1253,2020-01-13,WN,WN,WN,674,WN,N239WN,674,11193,CVG,"Cincinnati, OH",13232,MDW,"Chicago, IL",1710,1725,N,75,1,249
1254,2020-01-06,AA,AA,AA,1223,AA,N931AN,1223,11298,DFW,"Dallas/Fort Worth, TX",14570,RNO,"Reno, NV",910,1101,N,231,1,1345
1255,2020-01-27,UA,UA,UA,1586,UA,N834UA,1586,12264,IAD,"Washington, DC",14635,RSW,"Fort Myers, FL",815,1051,N,156,1,891
1256,2020-01-10,AA,AA,AA,1880,AA,N663AW,1880,14771,SFO,"San Francisco, CA",14107,PHX,"Phoenix, AZ",1100,1409,N,129,1,651
1257,2020-01-09,UA,UA,UA,2218,UA,N69833,2218,12889,LAS,"Las Vegas, NV",12892,LAX,"Los Angeles, CA",1033,1157,N,84,1,236
1258,2020-01-09,AA,AA_CODESHARE,AA,5328,OH,N600NN,5328,11146,CRW,"Charleston/Dunbar, WV",11057,CLT,"Charlotte, NC",2016,2138,N,82,1,221
1259,2020-01-17,UA,UA,UA,2463,UA,N28478,2463,14893,SMF,"Sacramento, CA",11292,DEN,"Denver, CO",1245,1605,N,140,1,909
1260,2020-01-28,DL,DL_CODESHARE,DL,5689,CP,N627CZ,5689,14747,SEA,"Seattle, WA",14252,PSC,"Pasco/Kennewick/Richland, WA",1707,1811,N,64,1,172
1261,2020-01-24,UA,UA_CODESHARE,UA,4780,AX,N18114,4780,14108,PIA,"Peoria, IL",13930,ORD,"Chicago, IL",800,919,N,79,1,130
1262,2020-01-31,DL,DL,DL,1806,DL,N338NB,1806,12892,LAX,"Los Angeles, CA",14771,SFO,"San Francisco, CA",905,1038,N,93,1,337
1263,2020-01-19,G4,G4,G4,62,G4,330NV,62,13367,MLI,"Moline, IL",12889,LAS,"Las Vegas, NV",1321,1453,N,212,1,1376
1264,2020-01-07,WN,WN,WN,2301,WN,N7718B,2301,11481,ECP,"Panama City, FL",12191,HOU,"Houston, TX",1250,1445,N,115,1,571
1265,2020-01-20,WN,WN,WN,519,WN,N434WN,519,11278,DCA,"Washington, DC",10693,BNA,"Nashville, TN",1950,2055,N,125,1,562
1266,2020-01-01,AA,AA,AA,1749,AA,N124US,1749,11057,CLT,"Charlotte, NC",14122,PIT,"Pittsburgh, PA",2014,2139,N,85,1,366
1267,2020-01-09,AS,AS_CODESHARE,AS,2027,QX,N438QX,2027,10713,BOI,"Boise, ID",14057,PDX,"Portland, OR",1130,1201,N,91,1,344
1268,2020-01-17,AA,AA_CODESHARE,AA,4214,MQ,N696AE,4214,15295,TOL,"Toledo, OH",13930,ORD,"Chicago, IL",600,622,N,82,1,213
1269,2020-01-26,DL,DL_CODESHARE,DL,3814,OO,N836SK,3814,11433,DTW,"Detroit, MI",13871,OMA,"Omaha, NE",2045,2208,N,143,1,651
1270,2020-01-14,B6,B6,B6,2990,B6,N828JB,2990,13204,MCO,"Orlando, FL",12478,JFK,"New York, NY",713,943,N,150,1,944
1271,2020-01-23,WN,WN,WN,796,WN,N227WN,796,11292,DEN,"Denver, CO",13487,MSP,"Minneapolis, MN",1110,1410,N,120,1,680
1272,2020-01-25,UA,UA_CODESHARE,UA,4502,G7,N543GJ,4502,13930,ORD,"Chicago, IL",13230,MDT,"Harrisburg, PA",1900,2200,N,120,1,594
1273,2020-01-10,AS,AS,AS,194,AS,N609AS,194,11630,FAI,"Fairbanks, AK",10299,ANC,"Anchorage, AK",2115,2220,N,65,1,261
1274,2020-01-14,AA,AA_CODESHARE,AA,5466,OH,N260JS,5466,11267,DAY,"Dayton, OH",14100,PHL,"Philadelphia, PA",1009,1148,N,99,1,477
1275,2020-01-27,AA,AA_CODESHARE,AA,4166,MQ,N800AE,4166,11057,CLT,"Charlotte, NC",13795,OAJ,"Jacksonville/Camp Lejeune, NC",1809,1912,N,63,1,191
1276,2020-01-17,WN,WN,WN,353,WN,N279WN,353,12889,LAS,"Las Vegas, NV",10800,BUR,"Burbank, CA",1005,1125,N,80,1,223
1277,2020-01-17,UA,UA,UA,2385,UA,N37464,2385,11292,DEN,"Denver, CO",13930,ORD,"Chicago, IL",944,1314,N,150,1,888
1278,2020-01-29,WN,WN,WN,1418,WN,N951WN,1418,13796,OAK,"Oakland, CA",14679,SAN,"San Diego, CA",2020,2150,N,90,1,446
1279,2020-01-07,UA,UA_CODESHARE,UA,4070,EV,N605UX,4070,13930,ORD,"Chicago, IL",13244,MEM,"Memphis, TN",1245,1443,N,118,1,491
1280,2020-01-22,WN,WN,WN,1390,WN,N445WN,1390,14730,SDF,"Louisville, KY",13232,MDW,"Chicago, IL",700,725,N,85,1,271
1281,2020-01-02,AA,AA,AA,814,AA,N177XF,814,14107,PHX,"Phoenix, AZ",11066,CMH,"Columbus, OH",940,1523,N,223,1,1670
1282,2020-01-07,AA,AA_CODESHARE,AA,4806,PT,N686AE,4806,14100,PHL,"Philadelphia, PA",10792,BUF,"Buffalo, NY",830,1004,N,94,1,279
1283,2020-01-07,DL,DL,DL,415,DL,N174DZ,415,14057,PDX,"Portland, OR",10397,ATL,"Atlanta, GA",1250,2026,N,276,1,2172
1284,2020-01-11,AA,AA_CODESHARE,AA,4806,PT,N648AE,4806,10792,BUF,"Buffalo, NY",14100,PHL,"Philadelphia, PA",1030,1151,N,81,1,279
1285,2020-01-17,DL,DL_CODESHARE,DL,3647,OO,N832SK,3647,11537,ELM,"Elmira/Corning, NY",11433,DTW,"Detroit, MI",600,746,N,106,1,332
1286,2020-01-16,AA,AA_CODESHARE,AA,5574,OH,N572NN,5574,11995,GSO,"Greensboro/High Point, NC",11057,CLT,"Charlotte, NC",1753,1900,N,67,1,83
1287,2020-01-17,AA,AA,AA,510,AA,N204UW,510,14107,PHX,"Phoenix, AZ",11278,DCA,"Washington, DC",941,1559,N,258,1,1979
1288,2020-01-05,DL,DL,DL,1174,DL,N366NB,1174,12889,LAS,"Las Vegas, NV",12892,LAX,"Los Angeles, CA",1100,1215,N,75,1,236
1289,2020-01-18,WN,WN,WN,3132,WN,N8326F,3132,10792,BUF,"Buffalo, NY",12889,LAS,"Las Vegas, NV",1625,1845,N,320,1,1986
1290,2020-01-14,WN,WN,WN,301,WN,N939WN,301,14107,PHX,"Phoenix, AZ",10800,BUR,"Burbank, CA",1705,1740,N,95,1,369
1291,2020-01-25,NK,NK,NK,534,NK,N603NK,534,13204,MCO,"Orlando, FL",11042,CLE,"Cleveland, OH",1225,1458,N,153,1,895
1292,2020-01-18,AS,AS_CODESHARE,AS,2102,QX,N400QX,2102,14747,SEA,"Seattle, WA",14252,PSC,"Pasco/Kennewick/Richland, WA",740,841,N,61,1,172
1293,2020-01-23,NK,NK,NK,336,NK,N693NK,336,13204,MCO,"Orlando, FL",11433,DTW,"Detroit, MI",650,932,N,162,1,957
1294,2020-01-13,AS,AS_CODESHARE,AS,2480,QX,N427QX,2480,13264,MFR,"Medford, OR",14057,PDX,"Portland, OR",945,1047,N,62,1,222
1295,2020-01-24,AA,AA,AA,711,AA,N903AN,711,14107,PHX,"Phoenix, AZ",12889,LAS,"Las Vegas, NV",838,851,N,73,1,255
1296,2020-01-21,DL,DL,DL,1097,DL,N608AT,1097,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1645,2015,N,150,1,733
1297,2020-01-14,UA,UA_CODESHARE,UA,3582,YX,N730YX,3582,11618,EWR,"Newark, NJ",14122,PIT,"Pittsburgh, PA",1515,1647,N,92,1,319
1298,2020-01-26,AA,AA_CODESHARE,AA,4801,PT,N603KC,4801,12323,ILM,"Wilmington, NC",14100,PHL,"Philadelphia, PA",1305,1436,N,91,1,413
1299,2020-01-27,WN,WN,WN,1722,WN,N8686A,1722,13796,OAK,"Oakland, CA",11292,DEN,"Denver, CO",640,1000,N,140,1,957
1300,2020-01-30,WN,WN,WN,1307,WN,N8643A,1307,14831,SJC,"San Jose, CA",14679,SAN,"San Diego, CA",745,905,N,80,1,417
1301,2020-01-05,WN,WN,WN,3615,WN,N7734H,3615,14492,RDU,"Raleigh/Durham, NC",15304,TPA,"Tampa, FL",850,1035,N,105,1,587
1302,2020-01-20,DL,DL,DL,1834,DL,N918DE,1834,10397,ATL,"Atlanta, GA",11066,CMH,"Columbus, OH",1430,1600,N,90,1,447
1303,2020-01-26,WN,WN,WN,4649,WN,N8569Z,4649,14107,PHX,"Phoenix, AZ",13198,MCI,"Kansas City, MO",1535,1900,N,145,1,1044
1304,2020-01-10,WN,WN,WN,510,WN,N497WN,510,11259,DAL,"Dallas, TX",11278,DCA,"Washington, DC",640,1020,N,160,1,1184
1305,2020-01-23,WN,WN,WN,1141,WN,N8563Z,1141,13198,MCI,"Kansas City, MO",13232,MDW,"Chicago, IL",1650,1810,N,80,1,405
