,fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
2440,2018-05-05,DL,DL_CODESHARE,DL,5828,CP,N637CZ,5828,14679,SAN,"San Diego, CA",12889,LAS,"Las Vegas, NV",700,652.0,-8.0,37.0,729.0,823.0,5.0,823,828.0,5.0,0.0,,0.0,N,83.0,96.0,54.0,1.0,258.0,,,,,,,,,
2441,2019-06-30,DL,DL_CODESHARE,DL,5410,9E,N8936A,5410,10397,ATL,"Atlanta, GA",11617,EWN,"New Bern/Morehead/Beaufort, NC",2000,1953.0,-7.0,17.0,2010.0,2116.0,6.0,2138,2122.0,-16.0,0.0,,0.0,N,98.0,89.0,66.0,1.0,433.0,,,,,,,,,
2442,2019-06-24,WN,WN,WN,2311,WN,N8513F,2311,13851,OKC,"Oklahoma City, OK",12889,LAS,"Las Vegas, NV",1105,1111.0,6.0,8.0,1119.0,1136.0,5.0,1135,1141.0,6.0,0.0,,0.0,N,150.0,150.0,137.0,1.0,986.0,,,,,,,,,
2443,2019-11-14,WN,WN,WN,2146,WN,N239WN,2146,11278,DCA,"Washington, DC",15016,STL,"St. Louis, MO",1135,1136.0,1.0,10.0,1146.0,1245.0,4.0,1255,1249.0,-6.0,0.0,,0.0,N,140.0,133.0,119.0,1.0,719.0,,,,,,,,,
2444,2019-10-19,WN,WN,WN,1971,WN,N261WN,1971,12191,HOU,"Houston, TX",11259,DAL,"Dallas, TX",1800,1806.0,6.0,8.0,1814.0,1853.0,4.0,1905,1857.0,-8.0,0.0,,0.0,N,65.0,51.0,39.0,1.0,239.0,,,,,,,,,
2445,2018-03-02,UA,UA_CODESHARE,UA,4020,EV,N11189,4020,11618,EWR,"Newark, NJ",12339,IND,"Indianapolis, IN",1140,1137.0,-3.0,28.0,1205.0,1343.0,7.0,1404,1350.0,-14.0,0.0,,0.0,N,144.0,133.0,98.0,1.0,645.0,,,,,,,,,
2446,2018-11-12,AA,AA,AA,1642,AA,N732US,1642,11433,DTW,"Detroit, MI",11057,CLT,"Charlotte, NC",820,813.0,-7.0,14.0,827.0,1001.0,11.0,1015,1012.0,-3.0,0.0,,0.0,N,115.0,119.0,94.0,1.0,500.0,,,,,,,,,
2447,2019-07-11,G4,G4,G4,894,G4,312NV,894,14112,PIE,"St. Petersburg, FL",14783,SGF,"Springfield, MO",650,635.0,-15.0,7.0,642.0,737.0,4.0,808,741.0,-27.0,0.0,,0.0,N,138.0,126.0,115.0,1.0,895.0,,,,,,,,,
2448,2018-02-28,UA,UA_CODESHARE,UA,5967,OO,N103SY,5967,14869,SLC,"Salt Lake City, UT",14771,SFO,"San Francisco, CA",1155,1151.0,-4.0,68.0,1259.0,1349.0,4.0,1320,1353.0,33.0,0.0,,0.0,N,145.0,182.0,110.0,1.0,599.0,0.0,0.0,33.0,0.0,0.0,,,,
2449,2019-12-31,DL,DL_CODESHARE,DL,5178,9E,N200PQ,5178,11433,DTW,"Detroit, MI",13485,MSN,"Madison, WI",1555,1555.0,0.0,17.0,1612.0,1605.0,4.0,1624,1609.0,-15.0,0.0,,0.0,N,89.0,74.0,53.0,1.0,311.0,,,,,,,,,
2450,2019-02-17,WN,WN,WN,4032,WN,N7721E,4032,13851,OKC,"Oklahoma City, OK",15016,STL,"St. Louis, MO",755,751.0,-4.0,6.0,757.0,855.0,3.0,920,858.0,-22.0,0.0,,0.0,N,85.0,67.0,58.0,1.0,462.0,,,,,,,,,
2451,2018-03-30,DL,DL,DL,832,DL,N694DL,832,14869,SLC,"Salt Lake City, UT",11278,DCA,"Washington, DC",945,941.0,-4.0,22.0,1003.0,1530.0,6.0,1545,1536.0,-9.0,0.0,,0.0,N,240.0,235.0,207.0,1.0,1851.0,,,,,,,,,
2452,2018-10-12,DL,DL_CODESHARE,DL,6177,G7,N390CA,6177,11193,CVG,"Cincinnati, OH",11433,DTW,"Detroit, MI",1159,1402.0,123.0,10.0,1412.0,1457.0,6.0,1309,1503.0,114.0,0.0,,0.0,N,70.0,61.0,45.0,1.0,229.0,0.0,0.0,0.0,0.0,114.0,,,,
2453,2019-05-15,WN,WN,WN,1523,WN,N7708E,1523,10800,BUR,"Burbank, CA",12889,LAS,"Las Vegas, NV",1715,1729.0,14.0,10.0,1739.0,1821.0,4.0,1820,1825.0,5.0,0.0,,0.0,N,65.0,56.0,42.0,1.0,223.0,,,,,,,,,
2454,2019-02-09,AS,AS_CODESHARE,AS,2545,QX,N400QX,2545,14747,SEA,"Seattle, WA",14057,PDX,"Portland, OR",945,,,,,,,1035,,,1.0,B,0.0,N,50.0,,,1.0,129.0,,,,,,,,,
2455,2018-03-22,AA,AA_CODESHARE,AA,4793,PT,N672AE,4793,14100,PHL,"Philadelphia, PA",10792,BUF,"Buffalo, NY",1840,1831.0,-9.0,44.0,1915.0,2003.0,4.0,2015,2007.0,-8.0,0.0,,0.0,N,95.0,96.0,48.0,1.0,279.0,,,,,,,,,
2456,2018-09-03,AA,AA_CODESHARE,AA,4965,PT,N640AE,4965,10434,AVP,"Scranton/Wilkes-Barre, PA",14100,PHL,"Philadelphia, PA",601,553.0,-8.0,19.0,612.0,640.0,10.0,654,650.0,-4.0,0.0,,0.0,N,53.0,57.0,28.0,1.0,104.0,,,,,,,,,
2457,2018-11-05,DL,DL,DL,2067,DL,N998DL,2067,13244,MEM,"Memphis, TN",10397,ATL,"Atlanta, GA",1859,1857.0,-2.0,16.0,1913.0,2111.0,7.0,2125,2118.0,-7.0,0.0,,0.0,N,86.0,81.0,58.0,1.0,332.0,,,,,,,,,
2458,2019-02-02,WN,WN,WN,5508,WN,N460WN,5508,12954,LGB,"Long Beach, CA",12889,LAS,"Las Vegas, NV",800,756.0,-4.0,9.0,805.0,847.0,5.0,905,852.0,-13.0,0.0,,0.0,N,65.0,56.0,42.0,1.0,231.0,,,,,,,,,
2459,2019-02-02,UA,UA,UA,2098,UA,N12216,2098,12953,LGA,"New York, NY",12266,IAH,"Houston, TX",740,736.0,-4.0,14.0,750.0,1005.0,13.0,1045,1018.0,-27.0,0.0,,0.0,N,245.0,222.0,195.0,1.0,1416.0,,,,,,,,,
2460,2019-08-28,WN,WN,WN,4455,WN,N789SW,4455,13232,MDW,"Chicago, IL",11433,DTW,"Detroit, MI",930,925.0,-5.0,16.0,941.0,1121.0,10.0,1145,1131.0,-14.0,0.0,,0.0,N,75.0,66.0,40.0,1.0,228.0,,,,,,,,,
2461,2018-04-26,AA,AA_CODESHARE,AA,5586,OH,N254PS,5586,14122,PIT,"Pittsburgh, PA",12953,LGA,"New York, NY",1132,1126.0,-6.0,13.0,1139.0,1233.0,8.0,1300,1241.0,-19.0,0.0,,0.0,N,88.0,75.0,54.0,1.0,335.0,,,,,,,,,
2462,2018-04-06,DL,DL,DL,1645,DL,N956DL,1645,11433,DTW,"Detroit, MI",11292,DEN,"Denver, CO",1215,1215.0,0.0,15.0,1230.0,1328.0,7.0,1324,1335.0,11.0,0.0,,0.0,N,189.0,200.0,178.0,1.0,1123.0,,,,,,,,,
2463,2018-07-29,WN,WN,WN,4284,WN,N266WN,4284,12892,LAX,"Los Angeles, CA",13796,OAK,"Oakland, CA",1440,1449.0,9.0,10.0,1459.0,1549.0,6.0,1555,1555.0,0.0,0.0,,0.0,N,75.0,66.0,50.0,1.0,337.0,,,,,,,,,
2464,2019-09-27,WN,WN,WN,162,WN,N247WN,162,13796,OAK,"Oakland, CA",10800,BUR,"Burbank, CA",1440,1437.0,-3.0,9.0,1446.0,1536.0,2.0,1550,1538.0,-12.0,0.0,,0.0,N,70.0,61.0,50.0,1.0,325.0,,,,,,,,,
2465,2018-05-23,F9,F9,F9,1905,F9,N202FR,1905,10397,ATL,"Atlanta, GA",10423,AUS,"Austin, TX",1524,1514.0,-10.0,16.0,1530.0,1635.0,24.0,1657,1659.0,2.0,0.0,,0.0,N,153.0,165.0,125.0,1.0,813.0,,,,,,,,,
2466,2019-04-13,DL,DL,DL,2930,DL,N314DN,2930,10397,ATL,"Atlanta, GA",12953,LGA,"New York, NY",1030,1040.0,10.0,24.0,1104.0,1240.0,8.0,1241,1248.0,7.0,0.0,,0.0,N,131.0,128.0,96.0,1.0,762.0,,,,,,,,,
2467,2019-11-09,NK,NK,NK,740,NK,N606NK,740,14747,SEA,"Seattle, WA",11298,DFW,"Dallas/Fort Worth, TX",600,555.0,-5.0,12.0,607.0,1117.0,9.0,1156,1126.0,-30.0,0.0,,0.0,N,236.0,211.0,190.0,1.0,1660.0,,,,,,,,,
2468,2019-11-12,UA,UA_CODESHARE,UA,3467,YX,N643RW,3467,14986,SRQ,"Sarasota/Bradenton, FL",12264,IAD,"Washington, DC",1400,1354.0,-6.0,11.0,1405.0,1554.0,8.0,1615,1602.0,-13.0,0.0,,0.0,N,135.0,128.0,109.0,1.0,849.0,,,,,,,,,
2469,2019-10-19,AA,AA_CODESHARE,AA,3230,OO,N722EV,3230,11298,DFW,"Dallas/Fort Worth, TX",11823,FWA,"Fort Wayne, IN",1040,1342.0,182.0,16.0,1358.0,1640.0,3.0,1405,1643.0,158.0,0.0,,0.0,N,145.0,121.0,102.0,1.0,859.0,148.0,0.0,0.0,0.0,10.0,,,,
2470,2019-09-19,AA,AA,AA,1349,AA,N907AN,1349,13930,ORD,"Chicago, IL",14492,RDU,"Raleigh/Durham, NC",815,819.0,4.0,22.0,841.0,1112.0,5.0,1116,1117.0,1.0,0.0,,0.0,N,121.0,118.0,91.0,1.0,646.0,,,,,,,,,
2471,2019-04-13,AA,AA_CODESHARE,AA,5323,OH,N593NN,5323,11057,CLT,"Charlotte, NC",15370,TUL,"Tulsa, OK",1136,,,,,,,1320,,,1.0,B,0.0,N,164.0,,,1.0,842.0,,,,,,,,,
2472,2019-09-16,AA,AA_CODESHARE,AA,3711,MQ,N675AE,3711,10685,BMI,"Bloomington/Normal, IL",13930,ORD,"Chicago, IL",615,605.0,-10.0,8.0,613.0,650.0,12.0,711,702.0,-9.0,0.0,,0.0,N,56.0,57.0,37.0,1.0,116.0,,,,,,,,,
2473,2019-01-12,UA,UA,UA,607,UA,N832UA,607,13930,ORD,"Chicago, IL",15096,SYR,"Syracuse, NY",1800,1846.0,46.0,51.0,1937.0,2151.0,5.0,2049,2156.0,67.0,0.0,,0.0,N,109.0,130.0,74.0,1.0,607.0,45.0,0.0,21.0,0.0,1.0,,,,
2474,2019-03-30,G4,G4,G4,822,G4,217NV,822,14112,PIE,"St. Petersburg, FL",11537,ELM,"Elmira/Corning, NY",650,639.0,-11.0,9.0,648.0,855.0,5.0,929,900.0,-29.0,0.0,,0.0,N,159.0,141.0,127.0,1.0,1035.0,,,,,,,,,
2475,2019-02-08,UA,UA,UA,264,UA,N73860,264,11292,DEN,"Denver, CO",14771,SFO,"San Francisco, CA",1150,1156.0,6.0,21.0,1217.0,1336.0,6.0,1336,1342.0,6.0,0.0,,0.0,N,166.0,166.0,139.0,1.0,967.0,,,,,,,,,
2476,2019-03-28,DL,DL,DL,2721,DL,N910AT,2721,11433,DTW,"Detroit, MI",11057,CLT,"Charlotte, NC",717,713.0,-4.0,18.0,731.0,852.0,5.0,908,857.0,-11.0,0.0,,0.0,N,111.0,104.0,81.0,1.0,500.0,,,,,,,,,
2477,2019-02-04,AA,AA,AA,2783,AA,N198AA,2783,12478,JFK,"New York, NY",11503,EGE,"Eagle, CO",1050,1041.0,-9.0,19.0,1100.0,1311.0,21.0,1335,1332.0,-3.0,0.0,,0.0,N,285.0,291.0,251.0,1.0,1746.0,,,,,,,,,
2478,2018-08-26,AA,AA_CODESHARE,AA,3603,MQ,N658AE,3603,10599,BHM,"Birmingham, AL",13930,ORD,"Chicago, IL",1503,1453.0,-10.0,15.0,1508.0,1650.0,11.0,1717,1701.0,-16.0,0.0,,0.0,N,134.0,128.0,102.0,1.0,584.0,,,,,,,,,
2479,2018-06-06,DL,DL,DL,2508,DL,N899AT,2508,14869,SLC,"Salt Lake City, UT",14908,SNA,"Santa Ana, CA",2030,2032.0,2.0,13.0,2045.0,2112.0,12.0,2126,2124.0,-2.0,0.0,,0.0,N,116.0,112.0,87.0,1.0,588.0,,,,,,,,,
2480,2019-04-24,AA,AA_CODESHARE,AA,5447,OH,N226JS,5447,11057,CLT,"Charlotte, NC",13931,ORF,"Norfolk, VA",1440,1443.0,3.0,10.0,1453.0,1538.0,3.0,1554,1541.0,-13.0,0.0,,0.0,N,74.0,58.0,45.0,1.0,290.0,,,,,,,,,
2481,2018-11-02,UA,UA,UA,212,UA,N13718,212,14492,RDU,"Raleigh/Durham, NC",11618,EWR,"Newark, NJ",1755,1813.0,18.0,22.0,1835.0,1941.0,6.0,1939,1947.0,8.0,0.0,,0.0,N,104.0,94.0,66.0,1.0,416.0,,,,,,,,,
2482,2018-12-31,AA,AA,AA,1677,AA,N508AY,1677,10721,BOS,"Boston, MA",14100,PHL,"Philadelphia, PA",1500,1454.0,-6.0,23.0,1517.0,1627.0,8.0,1654,1635.0,-19.0,0.0,,0.0,N,114.0,101.0,70.0,1.0,280.0,,,,,,,,,
2483,2019-10-01,UA,UA,UA,1110,UA,N77542,1110,13830,OGG,"Kahului, HI",12892,LAX,"Los Angeles, CA",2150,2145.0,-5.0,8.0,2153.0,525.0,8.0,557,533.0,-24.0,0.0,,0.0,N,307.0,288.0,272.0,1.0,2486.0,,,,,,,,,
2484,2018-09-26,DL,DL,DL,879,DL,N906DA,879,11996,GSP,"Greer, SC",10397,ATL,"Atlanta, GA",1909,2022.0,73.0,22.0,2044.0,2115.0,26.0,2016,2141.0,85.0,0.0,,0.0,N,67.0,79.0,31.0,1.0,153.0,5.0,0.0,12.0,0.0,68.0,,,,
2485,2019-07-19,AS,AS,AS,305,AS,N479AS,305,13891,ONT,"Ontario, CA",14747,SEA,"Seattle, WA",950,1001.0,11.0,24.0,1025.0,1235.0,14.0,1230,1249.0,19.0,0.0,,0.0,N,160.0,168.0,130.0,1.0,956.0,0.0,0.0,19.0,0.0,0.0,,,,
2486,2018-05-21,DL,DL,DL,862,DL,N942DL,862,10397,ATL,"Atlanta, GA",13198,MCI,"Kansas City, MO",1531,1527.0,-4.0,10.0,1537.0,1618.0,5.0,1643,1623.0,-20.0,0.0,,0.0,N,132.0,116.0,101.0,1.0,692.0,,,,,,,,,
2487,2019-07-29,WN,WN,WN,202,WN,N234WN,202,12896,LBB,"Lubbock, TX",10423,AUS,"Austin, TX",1130,1130.0,0.0,8.0,1138.0,1227.0,5.0,1240,1232.0,-8.0,0.0,,0.0,N,70.0,62.0,49.0,1.0,341.0,,,,,,,,,
2488,2018-03-21,AA,AA,AA,166,AA,N130AN,166,10721,BOS,"Boston, MA",12892,LAX,"Los Angeles, CA",845,839.0,-6.0,10.0,849.0,1146.0,12.0,1241,1158.0,-43.0,0.0,,0.0,N,416.0,379.0,357.0,1.0,2611.0,,,,,,,,,
2489,2018-05-26,AS,AS_CODESHARE,AS,3374,OO,N466SW,3374,14747,SEA,"Seattle, WA",10713,BOI,"Boise, ID",1755,1745.0,-10.0,19.0,1804.0,2003.0,6.0,2016,2009.0,-7.0,0.0,,0.0,N,81.0,84.0,59.0,1.0,399.0,,,,,,,,,
2490,2019-06-13,B6,B6,B6,2191,B6,N653JB,2191,10721,BOS,"Boston, MA",15304,TPA,"Tampa, FL",956,951.0,-5.0,19.0,1010.0,1315.0,4.0,1308,1319.0,11.0,0.0,,0.0,N,192.0,208.0,185.0,1.0,1185.0,,,,,,,,,
2491,2019-12-16,AS,AS,AS,1686,AS,N639VA,1686,14057,PDX,"Portland, OR",13930,ORD,"Chicago, IL",1030,1024.0,-6.0,9.0,1033.0,1603.0,17.0,1635,1620.0,-15.0,0.0,,0.0,N,245.0,236.0,210.0,1.0,1739.0,,,,,,,,,
2492,2018-10-05,AA,AA_CODESHARE,AA,5719,YV,N942LR,5719,14107,PHX,"Phoenix, AZ",14698,SBP,"San Luis Obispo, CA",2018,2016.0,-2.0,27.0,2043.0,2158.0,5.0,2155,2203.0,8.0,0.0,,0.0,N,97.0,107.0,75.0,1.0,509.0,,,,,,,,,
2493,2019-10-11,UA,UA,UA,782,UA,N76504,782,13930,ORD,"Chicago, IL",11298,DFW,"Dallas/Fort Worth, TX",1955,1952.0,-3.0,39.0,2031.0,2238.0,7.0,2228,2245.0,17.0,0.0,,0.0,N,153.0,173.0,127.0,1.0,801.0,0.0,0.0,17.0,0.0,0.0,,,,
2494,2018-03-10,DL,DL,DL,766,DL,N945DN,766,10397,ATL,"Atlanta, GA",13342,MKE,"Milwaukee, WI",1925,1924.0,-1.0,14.0,1938.0,2018.0,4.0,2032,2022.0,-10.0,0.0,,0.0,N,127.0,118.0,100.0,1.0,669.0,,,,,,,,,
2495,2019-05-21,WN,WN,WN,2267,WN,N447WN,2267,12889,LAS,"Las Vegas, NV",14683,SAT,"San Antonio, TX",2015,2027.0,12.0,10.0,2037.0,37.0,2.0,40,39.0,-1.0,0.0,,0.0,N,145.0,132.0,120.0,1.0,1069.0,,,,,,,,,
2496,2018-02-25,UA,UA_CODESHARE,UA,3474,YX,N646RW,3474,12451,JAX,"Jacksonville, FL",12266,IAH,"Houston, TX",1905,1857.0,-8.0,15.0,1912.0,2016.0,12.0,2045,2028.0,-17.0,0.0,,0.0,N,160.0,151.0,124.0,1.0,817.0,,,,,,,,,
2497,2019-09-09,UA,UA,UA,690,UA,N36476,690,10397,ATL,"Atlanta, GA",11618,EWR,"Newark, NJ",2030,2021.0,-9.0,21.0,2042.0,2219.0,10.0,2255,2229.0,-26.0,0.0,,0.0,N,145.0,128.0,97.0,1.0,746.0,,,,,,,,,
2498,2018-07-28,AA,AA,AA,201,AA,N972NN,201,14908,SNA,"Santa Ana, CA",14107,PHX,"Phoenix, AZ",645,640.0,-5.0,32.0,712.0,805.0,4.0,813,809.0,-4.0,0.0,,0.0,N,88.0,89.0,53.0,1.0,338.0,,,,,,,,,
2499,2019-03-17,DL,DL,DL,875,DL,N326DN,875,12889,LAS,"Las Vegas, NV",13487,MSP,"Minneapolis, MN",1800,1752.0,-8.0,18.0,1810.0,2253.0,3.0,2258,2256.0,-2.0,0.0,,0.0,N,178.0,184.0,163.0,1.0,1299.0,,,,,,,,,
2500,2018-01-13,B6,B6,B6,2783,B6,N187JB,2783,10721,BOS,"Boston, MA",14492,RDU,"Raleigh/Durham, NC",1309,1316.0,7.0,13.0,1329.0,1523.0,3.0,1516,1526.0,10.0,0.0,,0.0,N,127.0,130.0,114.0,1.0,612.0,,,,,,,,,
2501,2019-04-07,AA,AA_CODESHARE,AA,5435,OH,N575NN,5435,11057,CLT,"Charlotte, NC",14685,SAV,"Savannah, GA",1809,1808.0,-1.0,11.0,1819.0,1855.0,4.0,1917,1859.0,-18.0,0.0,,0.0,N,68.0,51.0,36.0,1.0,213.0,,,,,,,,,
2502,2019-05-24,AA,AA,AA,287,AA,N832NN,287,14843,SJU,"San Juan, PR",13303,MIA,"Miami, FL",625,623.0,-2.0,14.0,637.0,857.0,8.0,916,905.0,-11.0,0.0,,0.0,N,171.0,162.0,140.0,1.0,1045.0,,,,,,,,,
2503,2018-08-14,DL,DL_CODESHARE,DL,5736,CP,N622CZ,5736,12892,LAX,"Los Angeles, CA",11884,GEG,"Spokane, WA",2005,2056.0,51.0,12.0,2108.0,2317.0,4.0,2240,2321.0,41.0,0.0,,0.0,N,155.0,145.0,129.0,1.0,945.0,41.0,0.0,0.0,0.0,0.0,,,,
2504,2019-12-14,UA,UA_CODESHARE,UA,5455,OO,N693BR,5455,14771,SFO,"San Francisco, CA",13264,MFR,"Medford, OR",1200,1157.0,-3.0,15.0,1212.0,1311.0,3.0,1336,1314.0,-22.0,0.0,,0.0,N,96.0,77.0,59.0,1.0,329.0,,,,,,,,,
2505,2019-03-26,WN,WN,WN,1026,WN,N559WN,1026,15370,TUL,"Tulsa, OK",14107,PHX,"Phoenix, AZ",1555,1551.0,-4.0,10.0,1601.0,1619.0,8.0,1635,1627.0,-8.0,0.0,,0.0,N,160.0,156.0,138.0,1.0,935.0,,,,,,,,,
2506,2018-12-21,AA,AA_CODESHARE,AA,5070,OH,N552NN,5070,11057,CLT,"Charlotte, NC",10397,ATL,"Atlanta, GA",743,808.0,25.0,41.0,849.0,932.0,11.0,906,943.0,37.0,0.0,,0.0,N,83.0,95.0,43.0,1.0,226.0,0.0,0.0,12.0,0.0,25.0,,,,
2507,2018-05-31,AA,AA,AA,1030,AA,N590AA,1030,14683,SAT,"San Antonio, TX",11298,DFW,"Dallas/Fort Worth, TX",1755,1750.0,-5.0,22.0,1812.0,1856.0,11.0,1908,1907.0,-1.0,0.0,,0.0,N,73.0,77.0,44.0,1.0,247.0,,,,,,,,,
2508,2019-04-12,DL,DL,DL,2449,DL,N964DL,2449,10397,ATL,"Atlanta, GA",10599,BHM,"Birmingham, AL",2126,2124.0,-2.0,9.0,2133.0,2103.0,3.0,2120,2106.0,-14.0,0.0,,0.0,N,54.0,42.0,30.0,1.0,134.0,,,,,,,,,
2509,2019-04-13,DL,DL,DL,1610,DL,N984DL,1610,10994,CHS,"Charleston, SC",10397,ATL,"Atlanta, GA",900,859.0,-1.0,11.0,910.0,958.0,8.0,1015,1006.0,-9.0,0.0,,0.0,N,75.0,67.0,48.0,1.0,259.0,,,,,,,,,
2510,2018-05-22,WN,WN,WN,2059,WN,N419WN,2059,14869,SLC,"Salt Lake City, UT",13796,OAK,"Oakland, CA",620,616.0,-4.0,8.0,624.0,644.0,5.0,705,649.0,-16.0,0.0,,0.0,N,105.0,93.0,80.0,1.0,588.0,,,,,,,,,
2511,2018-01-06,B6,B6,B6,930,B6,N536JB,930,14635,RSW,"Fort Myers, FL",12478,JFK,"New York, NY",1115,1233.0,78.0,10.0,1243.0,1456.0,9.0,1401,1505.0,64.0,0.0,,0.0,N,166.0,152.0,133.0,1.0,1074.0,5.0,0.0,0.0,0.0,59.0,,,,
2512,2018-11-07,AA,AA_CODESHARE,AA,3346,MQ,N857AE,3346,11042,CLE,"Cleveland, OH",12953,LGA,"New York, NY",1832,1819.0,-13.0,28.0,1847.0,1954.0,13.0,2020,2007.0,-13.0,0.0,,0.0,N,108.0,108.0,67.0,1.0,419.0,,,,,,,,,
2513,2018-09-24,UA,UA_CODESHARE,UA,3833,ZW,N444ZW,3833,13342,MKE,"Milwaukee, WI",13930,ORD,"Chicago, IL",830,823.0,-7.0,10.0,833.0,903.0,11.0,922,914.0,-8.0,0.0,,0.0,N,52.0,51.0,30.0,1.0,67.0,,,,,,,,,
2514,2019-05-17,AS,AS_CODESHARE,AS,2455,QX,N637QX,2455,10849,BZN,"Bozeman, MT",14747,SEA,"Seattle, WA",700,659.0,-1.0,9.0,708.0,726.0,19.0,805,745.0,-20.0,0.0,,0.0,N,125.0,106.0,78.0,1.0,543.0,,,,,,,,,
2515,2018-03-22,UA,UA_CODESHARE,UA,4020,EV,N16149,4020,11618,EWR,"Newark, NJ",12339,IND,"Indianapolis, IN",1140,1206.0,26.0,15.0,1221.0,1357.0,6.0,1404,1403.0,-1.0,0.0,,0.0,N,144.0,117.0,96.0,1.0,645.0,,,,,,,,,
2516,2019-06-01,AA,AA_CODESHARE,AA,5060,OH,N523AE,5060,14122,PIT,"Pittsburgh, PA",11057,CLT,"Charlotte, NC",1358,1350.0,-8.0,12.0,1402.0,1507.0,14.0,1540,1521.0,-19.0,0.0,,0.0,N,102.0,91.0,65.0,1.0,366.0,,,,,,,,,
2517,2019-04-23,WN,WN,WN,445,WN,N415WN,445,13232,MDW,"Chicago, IL",14730,SDF,"Louisville, KY",2205,2202.0,-3.0,10.0,2212.0,13.0,5.0,15,18.0,3.0,0.0,,0.0,N,70.0,76.0,61.0,1.0,271.0,,,,,,,,,
2518,2019-08-09,AA,AA_CODESHARE,AA,5744,YV,N249LR,5744,11298,DFW,"Dallas/Fort Worth, TX",12448,JAN,"Jackson/Vicksburg, MS",1216,1211.0,-5.0,13.0,1224.0,1323.0,4.0,1340,1327.0,-13.0,0.0,,0.0,N,84.0,76.0,59.0,1.0,408.0,,,,,,,,,
2519,2019-02-20,G4,G4,G4,1646,G4,257NV,1646,14082,PGD,"Punta Gorda, FL",14259,PSM,"Portsmouth, NH",1409,1403.0,-6.0,11.0,1414.0,1651.0,6.0,1705,1657.0,-8.0,0.0,,0.0,N,176.0,174.0,157.0,1.0,1279.0,,,,,,,,,
2520,2019-06-17,UA,UA_CODESHARE,UA,3822,ZW,N412AW,3822,13930,ORD,"Chicago, IL",14711,SCE,"State College, PA",1750,1901.0,71.0,19.0,1920.0,2135.0,2.0,2030,2137.0,67.0,0.0,,0.0,N,100.0,96.0,75.0,1.0,528.0,0.0,0.0,0.0,0.0,67.0,,,,
2521,2018-01-07,UA,UA_CODESHARE,UA,5352,OO,N144SY,5352,10423,AUS,"Austin, TX",12892,LAX,"Los Angeles, CA",645,635.0,-10.0,14.0,649.0,805.0,34.0,825,839.0,14.0,0.0,,0.0,N,220.0,244.0,196.0,1.0,1242.0,,,,,,,,,
2522,2018-02-24,AA,AA_CODESHARE,AA,3694,MQ,N235NN,3694,11298,DFW,"Dallas/Fort Worth, TX",10868,CAE,"Columbia, SC",1210,1440.0,150.0,48.0,1528.0,1835.0,4.0,1524,1839.0,195.0,0.0,,0.0,N,134.0,179.0,127.0,1.0,922.0,0.0,13.0,45.0,0.0,137.0,,,,
2523,2018-07-17,AA,AA,AA,1883,AA,N186US,1883,11057,CLT,"Charlotte, NC",13930,ORD,"Chicago, IL",1455,1453.0,-2.0,34.0,1527.0,1623.0,9.0,1610,1632.0,22.0,0.0,,0.0,N,135.0,159.0,116.0,1.0,599.0,0.0,0.0,22.0,0.0,0.0,,,,
2524,2019-04-14,WN,WN,WN,5445,WN,N759GS,5445,10721,BOS,"Boston, MA",13232,MDW,"Chicago, IL",810,806.0,-4.0,29.0,835.0,1002.0,5.0,955,1007.0,12.0,0.0,,0.0,N,165.0,181.0,147.0,1.0,861.0,,,,,,,,,
2525,2019-08-18,UA,UA_CODESHARE,UA,5345,OO,N211SY,5345,11423,DSM,"Des Moines, IA",11292,DEN,"Denver, CO",1410,1420.0,10.0,9.0,1429.0,1452.0,8.0,1500,1500.0,0.0,0.0,,0.0,N,110.0,100.0,83.0,1.0,589.0,,,,,,,,,
2526,2019-04-17,WN,WN,WN,403,WN,N477WN,403,12191,HOU,"Houston, TX",11292,DEN,"Denver, CO",1245,1248.0,3.0,8.0,1256.0,1349.0,4.0,1415,1353.0,-22.0,0.0,,0.0,N,150.0,125.0,113.0,1.0,883.0,,,,,,,,,
2527,2018-05-15,F9,F9,F9,1124,F9,N232FR,1124,12889,LAS,"Las Vegas, NV",14492,RDU,"Raleigh/Durham, NC",2105,2148.0,43.0,12.0,2200.0,453.0,5.0,430,458.0,28.0,0.0,,0.0,N,265.0,250.0,233.0,1.0,2026.0,0.0,0.0,0.0,0.0,28.0,,,,
2528,2019-03-29,AS,AS,AS,88,AS,N280AK,88,10299,ANC,"Anchorage, AK",14747,SEA,"Seattle, WA",600,547.0,-13.0,18.0,605.0,1037.0,8.0,1030,1045.0,15.0,0.0,,0.0,N,210.0,238.0,212.0,1.0,1448.0,0.0,0.0,15.0,0.0,0.0,,,,
